uid,name,phone,region_name,area_name,distributor_name,territory_name,points,routes,notes
RET-000014369,Khatun Varieties,01990053376,Chattogram,Pahartali,Bangla Trade House,Pahartali - Zone 2,731,Route-25,"Bulk buyer, offer discounts"
RET-000014370,Ali Mart,01711536032,Khulna,Sonadanga,City Distributors,Sonadanga - Zone 4,212,Route-52,"Bulk buyer, offer discounts"
RET-000014371,Haque Mini Mart,01374873849,Sylhet,Subid Bazar,Khan Brothers,Subid Bazar - Zone 2,66,Route-34,
RET-000014372,Sarkar General Store,01715427295,Dhaka,Tejgaon,Prime Wholesale,Tejgaon - Zone 5,629,Route-53,"Regular customer, prefers morning visits"
RET-000014373,Akter Mini Mart,01917939154,Rajshahi,Motihar,Crystal Distributors,Motihar - Zone 5,597,Route-70,"Regular customer, prefers morning visits"
RET-000014374,Begum Enterprise,01890280171,Rajshahi,Motihar,Global Supply Chain,Motihar - Zone 1,525,Route-56,
RET-000014375,Mondal Point,01982441969,Rajshahi,Paba,Diamond Wholesale,Paba - Zone 3,8,Route-31,
RET-000014376,Kabir General Store,01396819490,Rajshahi,Katakhali,City Distributors,Katakhali - Zone 3,552,Route-16,"Bulk buyer, offer discounts"
RET-000014377,Noor Shop,01753490129,Rajshahi,Motihar,United Distributors,Motihar - Zone 4,646,Route-59,"New retailer, handle with care"
RET-000014378,Taher Corner,01827162341,Dhaka,Dhanmondi,Bangla Trade House,Dhanmondi - Zone 2,9,Route-26,Located near main market
RET-000014379,Taher Retail Hub,01572935909,Dhaka,Uttara,Nation Suppliers,Uttara - Zone 1,362,Route-91,
RET-000014380,Taher Bhandar,01643031487,Rangpur,Mithapukur,Star Distribution Co.,Mithapukur - Zone 2,419,Route-39,
RET-000014381,Hossain Varieties,01576560351,Rajshahi,Motihar,Sunrise Wholesale,Motihar - Zone 4,932,Route-12,High volume retailer
RET-000014382,Haque Varieties,01595362722,Barishal,Airport,Diamond Wholesale,Airport - Zone 1,376,Route-19,"New retailer, handle with care"
RET-000014383,Reza Bhandar,01536300095,Dhaka,Tejgaon,Bangla Trade House,Tejgaon - Zone 5,445,Route-40,
RET-000014384,Das General Store,01915687644,Mymensingh,Bhaluka,Crystal Distributors,Bhaluka - Zone 5,20,Route-56,"Regular customer, prefers morning visits"
RET-000014385,Malek Point,01644746264,Chattogram,Double Mooring,Elite Commerce,Double Mooring - Zone 1,822,Route-40,Prefers WhatsApp communication
RET-000014386,Khan Wholesale,01650665978,Barishal,Banaripara,Mega Trade BD,Banaripara - Zone 2,890,Route-12,"New retailer, handle with care"
RET-000014387,Chowdhury Store,01627685823,Sylhet,Kumarpara,Global Supply Chain,Kumarpara - Zone 1,535,Route-91,High volume retailer
RET-000014388,Hossain Corner,01764171237,Rangpur,Pirganj,Star Distribution Co.,Pirganj - Zone 2,64,Route-87,High volume retailer
RET-000014389,Uddin Shop,01364334077,Khulna,Batiaghata,Diamond Wholesale,Batiaghata - Zone 5,134,Route-43,
RET-000014390,Noor Mart,01837384733,Mymensingh,Bhaluka,Evergreen Trading,Bhaluka - Zone 3,633,Route-35,
RET-000014391,Malek Paiker,01874288000,Dhaka,Bashundhara,AB Trading,Bashundhara - Zone 2,207,Route-38,"New retailer, handle with care"
RET-000014392,Malek General Store,01637488327,Khulna,Sonadanga,Delta Suppliers,Sonadanga - Zone 3,799,Route-7,Payment always on time
RET-000014393,Uddin Retail Hub,01860068356,Rajshahi,Paba,Crystal Distributors,Paba - Zone 1,74,Route-68,
RET-000014394,Khan Dokan,01910204779,Khulna,Khalishpur,AB Trading,Khalishpur - Zone 1,349,Route-54,"New retailer, handle with care"
RET-000014395,Kamal Shop,01386439677,Dhaka,Tejgaon,Royal Traders,Tejgaon - Zone 3,537,Route-42,High volume retailer
RET-000014396,Khan Enterprise,01879614120,Rajshahi,Motihar,Royal Traders,Motihar - Zone 1,108,Route-84,Payment always on time
RET-000014397,Haque Store,01569125473,Rajshahi,Paba,Delta Suppliers,Paba - Zone 3,700,Route-96,"Bulk buyer, offer discounts"
RET-000014398,Akbar Enterprise,01662810676,Dhaka,Motijheel,Pacific Distributors,Motijheel - Zone 1,435,Route-80,"Bulk buyer, offer discounts"
RET-000014399,Taher Corner,01938427032,Sylhet,Zindabazar,Diamond Wholesale,Zindabazar - Zone 5,912,Route-26,
RET-000014400,Islam Paiker,01642006534,Chattogram,Nasirabad,Sunrise Wholesale,Nasirabad - Zone 5,443,Route-94,Prefers WhatsApp communication
RET-000014401,Akbar Shop,01641436726,Rangpur,Gangachara,Delta Suppliers,Gangachara - Zone 5,266,Route-71,Prefers WhatsApp communication
RET-000014402,Mondal Paiker,01658517660,Rangpur,Mithapukur,Bangla Trade House,Mithapukur - Zone 1,624,Route-75,High volume retailer
RET-000014403,Sharif General Store,01518981228,Chattogram,Chandgaon,Crystal Distributors,Chandgaon - Zone 5,75,Route-100,Prefers WhatsApp communication
RET-000014404,Noor Trading,01922924901,Dhaka,Savar,AB Trading,Savar - Zone 1,294,Route-28,Located near main market
RET-000014405,Malek Grocery,01692642238,Mymensingh,Muktagachha,AB Trading,Muktagachha - Zone 1,507,Route-55,High volume retailer
RET-000014406,Kabir Varieties,01633328943,Rajshahi,Paba,Elite Commerce,Paba - Zone 5,816,Route-78,High volume retailer
RET-000014407,Noor Wholesale,01775848735,Rangpur,Kaunia,Global Supply Chain,Kaunia - Zone 3,65,Route-32,
RET-000014408,Akter Point,01565638716,Khulna,Boyra,Khan Brothers,Boyra - Zone 4,289,Route-7,Payment always on time
RET-000014409,Sarkar Trading,01764208479,Sylhet,Subid Bazar,Mega Trade BD,Subid Bazar - Zone 4,59,Route-46,Needs follow-up on pending order
RET-000014410,Hossain Wholesale,01924724310,Rangpur,Badarganj,United Distributors,Badarganj - Zone 5,865,Route-48,"New retailer, handle with care"
RET-000014411,Ali Trading,01779488794,Dhaka,Savar,Elite Commerce,Savar - Zone 1,72,Route-85,"New retailer, handle with care"
RET-000014412,Ahmed Varieties,01882196477,Mymensingh,Mymensingh Sadar,Star Distribution Co.,Mymensingh Sadar - Zone 1,459,Route-52,"Regular customer, prefers morning visits"
RET-000014413,Alam Wholesale,01671560932,Dhaka,Tejgaon,Royal Traders,Tejgaon - Zone 3,970,Route-72,"Bulk buyer, offer discounts"
RET-000014414,Uddin Wholesale,01860491097,Chattogram,Pahartali,Star Distribution Co.,Pahartali - Zone 2,359,Route-94,
RET-000014415,Das Mart,01522015902,Dhaka,Mohammadpur,Elite Commerce,Mohammadpur - Zone 1,249,Route-68,
RET-000014416,Hossain Enterprise,01976482287,Mymensingh,Gafargaon,Bangla Trade House,Gafargaon - Zone 1,941,Route-55,
RET-000014417,Akbar Retail Hub,01841879576,Khulna,Batiaghata,Nation Suppliers,Batiaghata - Zone 2,117,Route-81,"Bulk buyer, offer discounts"
RET-000014418,Ahmed Paiker,01975623088,Mymensingh,Muktagachha,Nation Suppliers,Muktagachha - Zone 2,391,Route-96,"New retailer, handle with care"
RET-000014419,Rahman Super Shop,01559580066,Dhaka,Mirpur,Royal Traders,Mirpur - Zone 2,820,Route-5,Prefers WhatsApp communication
RET-000014420,Das Trading,01512470617,Mymensingh,Trishal,City Distributors,Trishal - Zone 1,257,Route-98,
RET-000014421,Sharif Paiker,01857213695,Dhaka,Banani,AB Trading,Banani - Zone 4,144,Route-60,
RET-000014422,Akbar Store,01825291635,Khulna,Daulatpur,Global Supply Chain,Daulatpur - Zone 4,1,Route-66,Located near main market
RET-000014423,Akbar Mart,01735108663,Khulna,Sonadanga,Rahman Enterprises,Sonadanga - Zone 1,365,Route-44,"Bulk buyer, offer discounts"
RET-000014424,Noor Dokan,01399870243,Sylhet,Kumarpara,Elite Commerce,Kumarpara - Zone 4,614,Route-80,Prefers WhatsApp communication
RET-000014425,Begum Bhandar,01883174094,Rajshahi,Rajpara,Eastern Commerce,Rajpara - Zone 5,800,Route-43,
RET-000014426,Taher Point,01911239729,Mymensingh,Trishal,City Distributors,Trishal - Zone 3,389,Route-37,
RET-000014427,Ali Enterprise,01874184632,Chattogram,Double Mooring,Star Distribution Co.,Double Mooring - Zone 2,846,Route-84,High volume retailer
RET-000014428,Akbar Bhandar,01526310524,Rajshahi,Shah Makhdum,Mega Trade BD,Shah Makhdum - Zone 5,622,Route-94,"New retailer, handle with care"
RET-000014429,Haque Varieties,01944141005,Mymensingh,Muktagachha,Royal Traders,Muktagachha - Zone 4,295,Route-42,High volume retailer
RET-000014430,Haque Point,01724275776,Chattogram,Agrabad,Prime Wholesale,Agrabad - Zone 5,585,Route-100,"Regular customer, prefers morning visits"
RET-000014431,Ahmed Super Shop,01358556094,Barishal,Babuganj,City Distributors,Babuganj - Zone 5,894,Route-48,"Regular customer, prefers morning visits"
RET-000014432,Mia Bhandar,01380814322,Sylhet,Ambarkhana,Diamond Wholesale,Ambarkhana - Zone 1,326,Route-40,
RET-000014433,Malek Bhandar,01975643814,Khulna,Boyra,Delta Suppliers,Boyra - Zone 1,383,Route-25,"Bulk buyer, offer discounts"
RET-000014434,Ahmed Point,01625923055,Dhaka,Uttara,City Distributors,Uttara - Zone 1,25,Route-76,Needs follow-up on pending order
RET-000014435,Uddin Grocery,01636398169,Dhaka,Dhanmondi,Pacific Distributors,Dhanmondi - Zone 4,687,Route-48,"Regular customer, prefers morning visits"
RET-000014436,Jahan Wholesale,01347405850,Rajshahi,Shah Makhdum,Crystal Distributors,Shah Makhdum - Zone 5,429,Route-46,
RET-000014437,Ali Varieties,01899533826,Rajshahi,Shah Makhdum,Evergreen Trading,Shah Makhdum - Zone 3,859,Route-84,High volume retailer
RET-000014438,Iqbal Grocery,01811244825,Dhaka,Bashundhara,Nation Suppliers,Bashundhara - Zone 3,628,Route-36,
RET-000014439,Bhuiyan Trading,01764569770,Sylhet,Subid Bazar,Pacific Distributors,Subid Bazar - Zone 2,686,Route-86,
RET-000014440,Kabir Retail Hub,01527091545,Dhaka,Tejgaon,Star Distribution Co.,Tejgaon - Zone 4,653,Route-48,
RET-000014441,Ali Corner,01831573715,Rajshahi,Paba,AB Trading,Paba - Zone 2,345,Route-6,High volume retailer
RET-000014442,Reza Varieties,01859937626,Dhaka,Banani,Delta Suppliers,Banani - Zone 5,859,Route-68,"Bulk buyer, offer discounts"
RET-000014443,Kabir Mini Mart,01376416867,Rangpur,Pirganj,Rahman Enterprises,Pirganj - Zone 2,404,Route-97,"Regular customer, prefers morning visits"
RET-000014444,Akbar Point,01827907603,Chattogram,Agrabad,Prime Wholesale,Agrabad - Zone 4,459,Route-59,"New retailer, handle with care"
RET-000014445,Bhuiyan Mini Mart,01543674170,Barishal,Kotwali,Khan Brothers,Kotwali - Zone 1,12,Route-72,High volume retailer
RET-000014446,Sarkar Grocery,01696404049,Rangpur,Badarganj,Eastern Commerce,Badarganj - Zone 3,8,Route-46,
RET-000014447,Rahman Shop,01687766392,Chattogram,Pahartali,Delta Suppliers,Pahartali - Zone 1,595,Route-36,"Regular customer, prefers morning visits"
RET-000014448,Haque Bhandar,01991448365,Rangpur,Kaunia,Elite Commerce,Kaunia - Zone 5,645,Route-49,High volume retailer
RET-000014449,Akbar Trading,01961837523,Mymensingh,Muktagachha,Sunrise Wholesale,Muktagachha - Zone 5,363,Route-73,Payment always on time
RET-000014450,Noor Super Shop,01693513453,Barishal,Barishal Sadar,Nation Suppliers,Barishal Sadar - Zone 3,417,Route-47,"Bulk buyer, offer discounts"
RET-000014451,Rahman Bhandar,01531686546,Mymensingh,Fulbaria,Crystal Distributors,Fulbaria - Zone 3,326,Route-20,Prefers WhatsApp communication
RET-000014452,Jahan Varieties,01752710439,Sylhet,Kumarpara,United Distributors,Kumarpara - Zone 5,508,Route-2,
RET-000014453,Reza General Store,01538383239,Barishal,Barishal Sadar,Royal Traders,Barishal Sadar - Zone 5,419,Route-16,
RET-000014454,Chowdhury Varieties,01771918743,Barishal,Kotwali,Pacific Distributors,Kotwali - Zone 3,672,Route-62,
RET-000014455,Bhuiyan Retail Hub,01729649572,Mymensingh,Muktagachha,Bangla Trade House,Muktagachha - Zone 5,632,Route-87,Payment always on time
RET-000014456,Rahman General Store,01954359801,Barishal,Kotwali,Mega Trade BD,Kotwali - Zone 1,919,Route-9,
RET-000014457,Siddique Retail Hub,01391864601,Rangpur,Badarganj,Rahman Enterprises,Badarganj - Zone 3,532,Route-86,Prefers WhatsApp communication
RET-000014458,Kabir Varieties,01662227210,Mymensingh,Trishal,United Distributors,Trishal - Zone 1,546,Route-93,"Bulk buyer, offer discounts"
RET-000014459,Iqbal Varieties,01670553481,Sylhet,Ambarkhana,Eastern Commerce,Ambarkhana - Zone 4,523,Route-63,Prefers WhatsApp communication
RET-000014460,Ahmed Store,01962428711,Mymensingh,Gafargaon,Mega Trade BD,Gafargaon - Zone 4,341,Route-89,High volume retailer
RET-000014461,Kamal Paiker,01996953224,Chattogram,Kotwali,Delta Suppliers,Kotwali - Zone 3,121,Route-39,High volume retailer
RET-000014462,Sharif Varieties,01538940288,Dhaka,Mohammadpur,City Distributors,Mohammadpur - Zone 5,651,Route-96,
RET-000014463,Kabir Super Shop,01598739463,Rangpur,Pirganj,Pacific Distributors,Pirganj - Zone 5,30,Route-23,Located near main market
RET-000014464,Noor Retail Hub,01585682487,Chattogram,Double Mooring,Pacific Distributors,Double Mooring - Zone 5,969,Route-5,"Regular customer, prefers morning visits"
RET-000014465,Khan Mart,01860781042,Chattogram,Pahartali,Global Supply Chain,Pahartali - Zone 5,335,Route-63,"Regular customer, prefers morning visits"
RET-000014466,Mia Super Shop,01316221698,Mymensingh,Mymensingh Sadar,Sunrise Wholesale,Mymensingh Sadar - Zone 5,861,Route-7,"Regular customer, prefers morning visits"
RET-000014467,Noor Grocery,01750102626,Dhaka,Bashundhara,Delta Suppliers,Bashundhara - Zone 5,69,Route-89,"Regular customer, prefers morning visits"
RET-000014468,Akbar Retail Hub,01743937818,Rangpur,Badarganj,Pacific Distributors,Badarganj - Zone 4,52,Route-56,
RET-000014469,Jahan Store,01351283998,Dhaka,Banani,Pacific Distributors,Banani - Zone 3,899,Route-2,Located near main market
RET-000014470,Ali Mart,01768051367,Mymensingh,Bhaluka,Khan Brothers,Bhaluka - Zone 4,558,Route-17,Located near main market
RET-000014471,Ali Dokan,01342518809,Rangpur,Rangpur Sadar,United Distributors,Rangpur Sadar - Zone 4,30,Route-40,"Regular customer, prefers morning visits"
RET-000014472,Sultana Corner,01669500703,Chattogram,Nasirabad,Sunrise Wholesale,Nasirabad - Zone 4,916,Route-75,Payment always on time
RET-000014473,Khan Wholesale,01564550928,Mymensingh,Muktagachha,Sunrise Wholesale,Muktagachha - Zone 1,897,Route-70,
RET-000014474,Uddin Retail Hub,01373042353,Dhaka,Dhanmondi,Khan Brothers,Dhanmondi - Zone 5,983,Route-37,"Regular customer, prefers morning visits"
RET-000014475,Haque Corner,01328085585,Sylhet,Subid Bazar,Delta Suppliers,Subid Bazar - Zone 1,561,Route-7,Prefers WhatsApp communication
RET-000014476,Begum Mini Mart,01618467173,Barishal,Airport,Global Supply Chain,Airport - Zone 5,802,Route-37,Prefers WhatsApp communication
RET-000014477,Khan Enterprise,01567147681,Sylhet,Ambarkhana,City Distributors,Ambarkhana - Zone 4,996,Route-61,Prefers WhatsApp communication
RET-000014478,Noor Mart,01384653621,Sylhet,Tilagarh,Sunrise Wholesale,Tilagarh - Zone 1,312,Route-95,Needs follow-up on pending order
RET-000014479,Begum General Store,01956000462,Khulna,Khan Jahan Ali,Prime Wholesale,Khan Jahan Ali - Zone 2,790,Route-1,
RET-000014480,Taher Point,01871653093,Dhaka,Gulshan,Delta Suppliers,Gulshan - Zone 1,113,Route-22,Located near main market
RET-000014481,Sultana Shop,01960268177,Dhaka,Uttara,Nation Suppliers,Uttara - Zone 4,240,Route-26,
RET-000014482,Khatun Varieties,01344618621,Dhaka,Gulshan,Khan Brothers,Gulshan - Zone 5,41,Route-96,"Regular customer, prefers morning visits"
RET-000014483,Chowdhury General Store,01629131862,Khulna,Batiaghata,City Distributors,Batiaghata - Zone 2,338,Route-44,Needs follow-up on pending order
RET-000014484,Uddin Dokan,01545028564,Mymensingh,Mymensingh Sadar,Khan Brothers,Mymensingh Sadar - Zone 2,522,Route-5,Located near main market
RET-000014485,Rahman Corner,01671794550,Sylhet,Zindabazar,Sunrise Wholesale,Zindabazar - Zone 3,124,Route-73,Needs follow-up on pending order
RET-000014486,Ahmed Wholesale,01689797462,Chattogram,Pahartali,Royal Traders,Pahartali - Zone 3,728,Route-95,High volume retailer
RET-000014487,Malek Retail Hub,01767923890,Chattogram,Kotwali,Rahman Enterprises,Kotwali - Zone 1,678,Route-33,
RET-000014488,Sarkar Mini Mart,01336670921,Chattogram,Pahartali,Nation Suppliers,Pahartali - Zone 4,862,Route-62,
RET-000014489,Das Wholesale,01938955419,Chattogram,Halishahar,Eastern Commerce,Halishahar - Zone 3,384,Route-51,Needs follow-up on pending order
RET-000014490,Das Paiker,01968994524,Barishal,Barishal Sadar,Global Supply Chain,Barishal Sadar - Zone 2,707,Route-95,Prefers WhatsApp communication
RET-000014491,Kamal Enterprise,01365806836,Khulna,Sonadanga,Elite Commerce,Sonadanga - Zone 4,359,Route-34,Located near main market
RET-000014492,Noor Mini Mart,01360069961,Dhaka,Banani,Pacific Distributors,Banani - Zone 4,46,Route-77,"Bulk buyer, offer discounts"
RET-000014493,Khatun Corner,01354461561,Sylhet,Tilagarh,AB Trading,Tilagarh - Zone 4,507,Route-47,Located near main market
RET-000014494,Ahmed Super Shop,01713342615,Khulna,Batiaghata,Sunrise Wholesale,Batiaghata - Zone 5,786,Route-44,High volume retailer
RET-000014495,Mia Corner,01537635391,Sylhet,Tilagarh,Pacific Distributors,Tilagarh - Zone 2,859,Route-72,"New retailer, handle with care"
RET-000014496,Bhuiyan Varieties,01899117290,Rangpur,Gangachara,Khan Brothers,Gangachara - Zone 5,901,Route-79,"Regular customer, prefers morning visits"
RET-000014497,Kabir Enterprise,01359787137,Rangpur,Badarganj,Crystal Distributors,Badarganj - Zone 4,464,Route-87,Needs follow-up on pending order
RET-000014498,Chowdhury Varieties,01829972361,Khulna,Boyra,Khan Brothers,Boyra - Zone 3,619,Route-41,
RET-000014499,Reza Enterprise,01514597579,Barishal,Barishal Sadar,Diamond Wholesale,Barishal Sadar - Zone 1,379,Route-75,High volume retailer
RET-000014500,Ali General Store,01337239029,Rajshahi,Paba,Nation Suppliers,Paba - Zone 4,654,Route-10,"Bulk buyer, offer discounts"
RET-000014501,Khatun Paiker,01745588482,Barishal,Gournadi,Nation Suppliers,Gournadi - Zone 4,578,Route-73,"New retailer, handle with care"
RET-000014502,Khan Enterprise,01515928254,Chattogram,Kotwali,Evergreen Trading,Kotwali - Zone 5,722,Route-91,Needs follow-up on pending order
RET-000014503,Rahman Dokan,01911953831,Rajshahi,Rajpara,United Distributors,Rajpara - Zone 5,312,Route-19,"Bulk buyer, offer discounts"
RET-000014504,Sharif Dokan,01832345673,Sylhet,Kumarpara,Nation Suppliers,Kumarpara - Zone 4,822,Route-64,
RET-000014505,Ahmed Store,01619014213,Barishal,Kotwali,Khan Brothers,Kotwali - Zone 5,194,Route-14,
RET-000014506,Khan Bhandar,01776038798,Rajshahi,Katakhali,Star Distribution Co.,Katakhali - Zone 3,511,Route-51,High volume retailer
RET-000014507,Akbar Grocery,01564662588,Chattogram,Agrabad,Khan Brothers,Agrabad - Zone 1,731,Route-87,Payment always on time
RET-000014508,Iqbal Store,01892637153,Khulna,Sonadanga,Khan Brothers,Sonadanga - Zone 4,941,Route-68,Needs follow-up on pending order
RET-000014509,Akter Wholesale,01828331489,Sylhet,South Surma,Nation Suppliers,South Surma - Zone 4,160,Route-89,Prefers WhatsApp communication
RET-000014510,Jahan Varieties,01540839676,Dhaka,Motijheel,Nation Suppliers,Motijheel - Zone 3,103,Route-80,"Regular customer, prefers morning visits"
RET-000014511,Kamal Dokan,01575885666,Mymensingh,Muktagachha,Rahman Enterprises,Muktagachha - Zone 4,564,Route-31,Payment always on time
RET-000014512,Mia Retail Hub,01360915332,Sylhet,South Surma,Sunrise Wholesale,South Surma - Zone 3,711,Route-65,Needs follow-up on pending order
RET-000014513,Sultana Point,01966968575,Rangpur,Gangachara,Royal Traders,Gangachara - Zone 3,218,Route-79,Needs follow-up on pending order
RET-000014514,Sultana Enterprise,01711129986,Rangpur,Rangpur Sadar,Pacific Distributors,Rangpur Sadar - Zone 5,370,Route-43,High volume retailer
RET-000014515,Reza Mart,01750270430,Chattogram,Pahartali,Prime Wholesale,Pahartali - Zone 5,255,Route-42,High volume retailer
